Date,AAPL,AIG,AMZN,AVGO,BAC,BRK-B,C,CSCO,CVX,GE,GOOG,GOOGL,IBM,INTC,JNJ,JPM,KO,LLY,META,MO,MRK,MSFT,NVDA,PFE,PG,T,TSLA,TWX,UNH,V,WFC,WMT,XOM
2001-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-12,0.04164754864534135,0.017864484587616053,0.07249988674362041,,0.023154623455460363,0.01717452106189291,0.025611230403501075,0.06021756990745456,0.013334615942905173,0.026170660496205225,,,0.027585592700453986,0.049720607249523194,0.013998885189535145,0.030327043785865516,0.018063975193855053,0.01546164392074138,,0.021289701193029708,0.01845930095495291,0.028880729466249363,0.057778194837383175,0.019723610780496222,0.01819884187044843,0.02414718434773874,,0.036475275020432095,0.022612914073275377,,0.021135052497397753,0.022200658043961895,0.01416584228607459
2001-06-13,0.0414395943268045,0.017765127474061095,0.07211442827780201,,0.023030814951283136,0.01711615693130446,0.02546858011006343,0.05988390882947802,0.013260809142532524,0.026192119052439657,,,0.02743248039006178,0.0494470906469711,0.01392475125113416,0.03019245018933016,0.017964503184388574,0.015393216960695155,,0.021199821133035868,0.018367748113268797,0.02872134961456981,0.057516128408414025,0.019617515207672485,0.018205159142808045,0.024013724570645188,,0.03627664921542295,0.022487330462057132,,0.021029499754008637,0.02209240243101652,0.014092436973695891
2001-06-14,0.041219149634195894,0.017671736244838296,0.07181579628500732,,0.02290446857994073,0.017022000853362754,0.02534543739896563,0.05989684025079057,0.01321104540537314,0.026130182155539222,,,0.02728982689728731,0.04930567219803011,0.013857387248823884,0.030049858488411456,0.017873062409930543,0.015703802299158093,,0.021157591510396832,0.01828679939145698,0.028651039740963974,0.05736798762998798,0.0195201806594268,0.018122241551558248,0.02388162043635266,,0.036095344465857764,0.022409360392236097,,0.02103425124103393,0.021983809777243343,0.014018719701727703
2001-06-15,0.04110510020054921,0.017578727442343737,0.07168571981682226,,0.02292891030862669,0.016969396691472936,0.02533797276135406,0.05991346600446215,0.013246394157023247,0.02607291752380108,,,0.02715388945250916,0.04929380833857774,0.013785029490300872,0.029890876426216142,0.01785093028739537,0.015621839845631199,,0.021123849862795696,0.018226403132382978,0.02863536281730839,0.05706526750008594,0.019469604007339332,0.018023562180505475,0.023760858921939555,,0.03597465055932646,0.022309410999764835,,0.020976453199650507,0.021898584984860543,0.014005637750807895
2001-06-18,0.040987187498176654,0.017543601182055855,0.071565121926104,,0.02280964812437916,0.01719856631237895,0.025250962935992008,0.05986206216827212,0.01320789712522586,0.025933220894283387,,,0.027080899596819818,0.049030258700910434,0.013881841122276467,0.02991256479243477,0.017816722562001633,0.015766774115108243,,0.02107513190560412,0.01812853656521202,0.028520096291512396,0.0567630270998262,0.01941928055305435,0.018265624234190682,0.023866743461633,,0.03579423274250777,0.022270668596016847,,0.020888588051818813,0.021945596228536278,0.01393015498838179
2001-06-19,0.04077264162575667,0.017473343593881824,0.07138126565423927,,0.02277831684215374,0.017137439199589814,0.02514124823418291,0.05954322357025668,0.013195668647946695,0.025796614741298938,,,0.026942081489894264,0.04876960197464238,0.013808713523373584,0.029776488976415084,0.017742829667772405,0.015698790872217747,,0.021247833436218277,0.018049009879689697,0.02843010982283945,0.05667158330669589,0.019370670037537962,0.01817847449420043,0.023747710070806692,,0.03567413431512345,0.0222631283538148,,0.020782070383653203,0.021847984034156442,0.013865593752670111
2001-06-20,0.040563862778973565,0.0174364347212066,0.07111100390310135,,0.02266818238583663,0.017059973425260246,0.025092934092958527,0.05924963485680753,0.013131737501723958,0.02566324005611898,,,0.02680365882092031,0.04860880640594802,0.013929663158745458,0.029626745024590315,0.017650713674470426,0.015862542131076664,,0.021142128858783128,0.017962609513531576,0.02828510552306946,0.05672947373760588,0.01935846303205182,0.018091193844035455,0.023654925137552584,,0.03548596119410884,0.02215700141733198,,0.02068514401320265,0.021750503550135445,0.013794258293765318
2001-06-21,0.041031053778452876,0.017345730940359204,0.07153874843905615,,0.02255667413519542,0.016972971137569008,0.02496225842888664,0.05894548899939964,0.013124161782696592,0.02581739928165925,,,0.026712384679487885,0.04847088574885567,0.013864864441054107,0.029589439501164074,0.017572163452219517,0.015813041783717643,,0.021459969733489126,0.01786950742124669,0.02829783705976424,0.05655177600714817,0.019292104322866984,0.018000196616019853,0.023548612546462285,,0.03581092305566203,0.02207914562158131,,0.02072664531803918,0.021751814401391203,0.013745972967975166
2001-06-22,0.040989722035395124,0.01743228477735137,0.07131299312758711,,0.022522111685773234,0.01697460421097327,0.02551321535023955,0.059263224187536295,0.013114609462311902,0.02569690938913393,,,0.026590685805636515,0.048224318046686525,0.013852048909918133,0.029644984037776864,0.017488973291667577,0.01578700774396399,,0.021485426388393312,0.01777809770006445,0.028155229993140973,0.05627165443853148,0.019210397886447895,0.017908303997430482,0.023475108799081143,,0.035865694852497194,0.022162997001733544,,0.020996476613208578,0.02168651632032287,0.013693839025183115
2001-06-25,0.04079628510513538,0.017368525412878765,0.07113681270410162,,0.022418984078175972,0.017345086790680964,0.025384191027938294,0.058960942510105266,0.013105829344745062,0.025586972432847018,,,0.026462704583466397,0.0479898573791677,0.013846585328972084,0.029598795973972004,0.017458735698906453,0.015937342770430164,,0.021379292271971835,0.01981183978609237,0.028058626597684704,0.05599660439711968,0.01967583122858807,0.017890392714953674,0.023379717555884787,,0.03586155368623868,0.022068593578887973,,0.020889117056708196,0.021591975616747302,0.01363288318691541
