Date,MarketProxyReturn,MarketProxyWealth,RollingReturn,RollingVolatility,RollingDrawdown,AverageNormalizedEntropy,RollingEntropyLow,RollingEntropyHigh,MarketPhase
2002-01-31,0.014815986935000015,0.8748350916433183,-0.0521026838369677,0.2139181050387453,-0.07268864575396117,0.7477807726410975,0.7488556876768255,0.7818636788328005,Bullish
2002-02-01,-0.006563236170000031,0.8690933423270596,-0.04398375734401272,0.21479405636245824,-0.058949612844774735,0.7493421279017053,0.7488267279655687,0.7815271786278711,Neutral
2002-02-04,-0.025712113706000028,0.8467471154880186,-0.04710042925024649,0.2149361169470988,-0.06512594878354439,0.750338191624496,0.7488413320098395,0.7811897581241225,Neutral
2002-02-05,0.003355014694999936,0.8495879645034297,-0.07132591586473924,0.2179218446612256,-0.08916353668921084,0.7542290589688535,0.748855265451326,0.7808510886434046,Neutral
2002-02-06,-0.0015541110119999702,0.8482676104921323,-0.07401560108790384,0.2177784376410063,-0.08610766697006145,0.7538875478793898,0.7488691988928126,0.7805124191626868,Neutral
2002-02-07,-0.0075910386079999555,0.8418283783109707,-0.07823650255302406,0.21772482266882112,-0.08752795710860561,0.7546704841811954,0.7489020946448749,0.7801366397592098,Neutral
2002-02-08,0.013879000143000008,0.8535121144939302,-0.09445456761491466,0.21740873735030272,-0.09022175846000968,0.7552646127066048,0.7489641631824383,0.7797037681668726,Neutral
2002-02-11,0.01209395745899997,0.8638344536973609,-0.07759494611557849,0.21830622843804018,-0.0688104005877419,0.7562978610398606,0.7490262317200018,0.7792708965745353,Neutral
2002-02-12,-0.006203100256999994,0.8584760019756253,-0.04996672585238149,0.21770947395917772,-0.05754863318618675,0.7560506396605308,0.7490709130591644,0.7789016121126028,Neutral
2002-02-13,0.013792780429000007,0.870316772974441,-0.06339475350187962,0.21753911980021773,-0.057899740894911345,0.7558531545250936,0.7490851668011252,0.7786436051288789,Neutral
2002-02-14,-0.0004262956220000169,0.8699457607443688,-0.03469609389880857,0.21726783795980126,-0.04490555887897085,0.755951613199089,0.749099420543086,0.7783855981451548,Neutral
2002-02-15,-0.019739750077999975,0.8527732488458594,-0.03556552518623546,0.2172660406973893,-0.045312711457817234,0.7556654440166211,0.7491174359872249,0.7782030214173968,Neutral
2002-02-19,-0.020276369611999946,0.8354821032570346,-0.05890949898184261,0.21890492193197025,-0.06415799993628346,0.7579200450788406,0.74914297483572,0.7781713052015707,Neutral
2002-02-20,0.014428741950000035,0.8475370589287736,-0.07316758243531674,0.22060468792983703,-0.08313347822800865,0.760027570416646,0.7491685136842151,0.7781395889857446,Neutral
2002-02-21,-0.019129689643000013,0.8313239380305252,-0.04809933025295532,0.22096379442103686,-0.0699042477827666,0.7611101804541149,0.7491898452415571,0.7780638788016938,Neutral
2002-02-22,0.010151041526999971,0.8397627418478623,-0.06305582609372296,0.2225216949135752,-0.08769669086095488,0.7636851029407561,0.7492015000292466,0.777886982490726,Neutral
2002-02-25,0.016233128892999958,0.8533947186758177,-0.05517647655656566,0.22300387601298638,-0.07843586208466491,0.7709451422241657,0.7492131548169362,0.7777100861797582,Neutral
2002-02-26,-0.002249870965999956,0.8514746906757313,-0.017726032167038164,0.22197137209525566,-0.0634759926507188,0.7685581543205809,0.7492324757449637,0.77755872669744,Neutral
2002-02-27,0.004877211023000072,0.8556275124229005,-0.025943451443225407,0.22181559782454635,-0.06558305082381588,0.7681784867235899,0.7492722397138919,0.7774754654248535,Neutral
2002-02-28,-0.001356479473999994,0.8544668712649092,-0.002071325955058101,0.2202532823194862,-0.06102570217921577,0.7653555004652182,0.7493120036828202,0.7773922041522671,Neutral
2002-03-01,0.028673136299000025,0.878967116327668,-0.009091940190754322,0.2201152907926596,-0.06229940154082325,0.7648426815046296,0.7493480381794949,0.7772504126586915,Neutral
2002-03-04,0.01910413265800003,0.8957590207200115,0.023206431053097054,0.2237391901948179,-0.035412584473549336,0.7679284966009854,0.7493724180753772,0.776925714224525,Neutral
2002-03-05,-0.0046899607629999895,0.8915579460597313,0.012837754136009627,0.22146387304763945,-0.016984978527094685,0.7679791461283498,0.7493967979712596,0.7766010157903586,Neutral
2002-03-06,0.011353283142000015,0.9016800558588474,0.012336465122354978,0.2214846875119369,-0.021595280407242234,0.769716405288702,0.7494487655555354,0.776326915560406,Neutral
2002-03-07,-0.006046937315000012,0.8962276530828832,0.04088884797153103,0.2207709463491715,-0.01048717459823656,0.7686226095879298,0.7496032016967019,0.7762407515175337,Neutral
2002-03-08,0.007696273010000065,0.9031252657801208,0.04861633681382593,0.2200908317933532,-0.01647069662582956,0.769138411687824,0.7497576378378683,0.7761545874746615,Neutral
2002-03-11,2.7518910000190466e-06,0.9031277510824115,0.08787068126789688,0.21636186577826752,-0.00890118659372674,0.7652112371201503,0.7498911598633703,0.7760832222498263,Neutral
2002-03-12,0.00032323107299998545,0.9034196700344499,0.08225582138003573,0.21627210395526894,-0.008898459197822062,0.7651934987107109,0.7499305683683827,0.7760784517061577,Neutral
2002-03-13,-0.01291259124699996,0.8917541811107955,0.07851259390170018,0.2162283071836235,-0.008578104383336616,0.7904431884808933,0.749969976873395,0.7760736811624891,Bearish
2002-03-14,0.0011219614179999947,0.8927546948963421,0.057459539203385424,0.21690533223038994,-0.021379930074760467,0.7907421078541259,0.7500052107595464,0.7760833668117556,Bearish
2002-03-15,0.013982160898999996,0.9052373346837205,0.08044865204550522,0.21488653030544402,-0.02028195611342376,0.7850216307037188,0.750017066780077,0.7762459735807381,Bearish
2002-03-18,-0.005517672294000053,0.9002425317226417,0.11615882954918999,0.21394937139441347,-0.006583380788148019,0.7825369327620104,0.7500289228006075,0.7766305338298282,Bearish
2002-03-19,0.00328668918700008,0.9032013491173321,0.10235300534581238,0.2139732652535379,-0.012064728144372427,0.7810995080249717,0.7500477494766093,0.777289770044651,Bearish
2002-03-20,-0.018418626647000048,0.8865656206808732,0.16397808892995736,0.20142048060954873,-0.008817691968908581,0.7976605097940639,0.7501171134047788,0.7774880807691847,Bearish
2002-03-21,0.001659430118000027,0.8880368143734143,0.14496107403576586,0.20328639849186442,-0.027073908839645,0.7980312244541344,0.7501864773329483,0.7777422491453888,Bearish
2002-03-22,-0.0031885681459999484,0.8852052484746279,0.16968113863871448,0.20114104198235375,-0.02545940598138563,0.795552299411109,0.750252195134717,0.778101402261596,Bearish
2002-03-25,-0.016807183430999982,0.870327441489431,0.2095291796141474,0.19408436747978627,-0.02856679507645732,0.7945862299415576,0.7502814516724768,0.7781789939811649,Bearish
2002-03-26,0.008147997450999912,0.8774188672642221,0.21135221561470163,0.1937900056766341,-0.044893851142571384,0.7933281534763152,0.7503107082102367,0.7784559636861704,Bearish
2002-03-27,0.0038190815120000333,0.880769801438471,0.16037977744024823,0.17999891505715257,-0.03711164867624672,0.8383057410822392,0.7503398148572942,0.7789797960470647,Bearish
2002-03-28,-0.0012746178089999894,0.8796471565639281,0.15138957663071317,0.17942527652672652,-0.03343429957558597,0.8364724512791843,0.7503665981984647,0.7798480586976516,Bearish
2002-04-01,-0.003018134831000041,0.8769922628417124,0.1467961648961893,0.17944511537532826,-0.034666301430915425,0.8372790842108053,0.7503933815396353,0.7805607147217161,Bearish
2002-04-02,-0.009818066431000005,0.8683818945456594,0.13202350560746545,0.17909578476874818,-0.03757980869010491,0.8473957023976292,0.7504219676449498,0.7810915845940415,Bearish
2002-04-03,-0.008896695497999985,0.8606561652539103,0.1016592189309713,0.1782062685529912,-0.0470289140629212,0.8460624470053316,0.7505082422028749,0.7812539005450122,Bearish
2002-04-04,0.003286535382999978,0.8634847421936144,0.08618844406762016,0.17862317223335655,-0.055507207632901845,0.845989772232284,0.7505945167608001,0.7816699362905685,Bearish
2002-04-05,-0.010095259360999986,0.8547676397669036,0.07237343986636224,0.17729350738741098,-0.05240309865179893,0.8507483006813821,0.7506807913187252,0.7823531336763342,Bearish
2002-04-08,-0.004389546971000036,0.851015597062856,0.04813138840140563,0.17707816199881435,-0.06196933514058889,0.8476474470981705,0.75069225054946,0.7824762790637373,Bearish
2002-04-09,-0.008622645998999945,0.8436775908297554,0.04694318602261505,0.17713289046696334,-0.06608686480422765,0.8280423444734843,0.7507037097801948,0.7827566371769621,Bearish
2002-04-10,0.012100364956000009,0.8538863975839943,0.03271287553883728,0.17746902304691967,-0.07413966716283704,0.8280807123796432,0.7507151690109296,0.7831840834777815,Bearish
2002-04-11,-0.029782667585,0.828455382849397,0.05161058713395028,0.17800885873718078,-0.0629364192372236,0.8276405129125571,0.7508983606406603,0.7832484878998374,Bearish
2002-04-12,0.003339521150000013,0.8312220271222539,0.023460446768399867,0.1830145476179899,-0.09084467236909122,0.818497684126976,0.7510869189078597,0.7833253183383584,Bearish
2002-04-15,-0.014262334699000012,0.819366860362255,0.003988193120436856,0.18022887131360169,-0.08780852892383273,0.81726398364635,0.751275477175059,0.7834430921995869,Bearish
2002-04-16,0.024803938662000036,0.839690385708356,-0.016227377603770243,0.18116664213605718,-0.10081850899389422,0.8159074552643203,0.751393609669767,0.7845222970952689,Bearish
2002-04-17,-0.006664277396999996,0.8340944560504016,0.011319302293468114,0.18449127787461392,-0.07851526644497298,0.8166970054397049,0.7515071985662498,0.7852616747882561,Bearish
2002-04-18,0.004547338042000015,0.8378873655010208,-0.0008851528588622593,0.18458480983999742,-0.0846562963264843,0.8085626153562959,0.7516207874627325,0.7857127018129699,Bearish
2002-04-19,-0.0020075630010000234,0.8362052538270356,0.00017183078010463149,0.1846306288853653,-0.08049391908126458,0.8087330125478488,0.7516487994942219,0.7862549994899458,Bearish
2002-04-22,-0.018015236370999933,0.8211408185246696,0.004145049114130828,0.18445521879815455,-0.08233988546851156,0.8072361008908985,0.7516682538392121,0.7869883440548734,Bearish
2002-04-23,-0.009903313674000014,0.8130088034282946,-0.009041203606641401,0.18609455265949792,-0.09887174934003518,0.8090439408575373,0.7516877081842022,0.7878313055210153,Bearish
2002-04-24,-0.010108517369999959,0.8047904898168768,-0.024053363852200804,0.18646114551901974,-0.1077959050668238,0.8094369780835493,0.7517424841273397,0.7879610127878457,Bearish
2002-04-25,0.0020312952699999666,0.8064252569321828,-0.046076538876275275,0.18608180525202941,-0.11681476565804083,0.806536461738166,0.7518021320150494,0.788305196179187,Bearish
